# A,# B,# C,# D,# E
1239,-2596,1590,502,-647
-53,-1980,-1300,150,-150
409,-4236,2212,283,-417
411,-2580,2233,39,-288
-571,-4215,-1121,-150,11
299,-5300,5979,183,-319
4,-2812,694,-81,21
-324,-5831,2859,235,57
502,-2728,6692,496,-150
-26,-2383,554,384,207
78,-2624,6309,695,89
453,906,4351,782,115
-156,577,1469,270,332
-13,1832,5745,740,150
-85,3745,700,-324,279
-639,3138,1324,-347,279
-620,3724,1948,-1203,256
-806,4921,-2414,-2058,286
-1262,3124,-295,-2803,297
-1220,4587,-2361,-3569,206
-1418,3943,-4327,-4116,203
-1659,2808,-2422,-4940,215
-1539,4013,-5227,-4942,57
-1629,2378,-4906,-5944,140
-1816,2373,-3945,-4655,-4
-1685,2686,-6252,-5585,-29
-1790,847,-4764,-3768,-19
-1993,1246,-4838,-3577,-207
-1739,734,-6499,-2398,-143
-2171,-676,-4699,-1043,-329
-2062,235,-6259,-463,-333
-1906,-1169,-6811,565,-427
-1607,-1207,-5368,1328,-522
-1145,-544,-7322,1561,-522
-1293,-1646,-7159,2110,-676
50,-481,-3187,2406,-648
-171,-690,-9592,2272,-790
437,-951,-2009,2609,-830
1546,74,-3670,2495,-857
813,-577,-5284,2115,-972
1816,-466,3245,2474,-941
1895,115,-2434,1666,-1090
994,-1061,1903,1825,-1017
1697,-741,5011,1264,-1077
790,-1204,39,793,-1084
265,-2837,5352,975,-1052
492,-1607,3261,-243,-1090
-456,-3080,1125,270,-1011
-367,-4116,4307,-301,-1059
-446,-2603,684,-698,-1055
-738,-4138,715,204,-1038
-465,-3536,1798,-764,-972
-331,-1204,-1490,230,-1077
106,-3118,-108,222,-976
-93,301,-850,280,-944
741,708,-2443,921,-1109
656,595,-1365,1020,-821
478,3124,-2328,1080,-961
1534,2364,-3050,1737,-871
600,2460,-2004,1349,-532
918,3952,-2734,1676,-822
1297,2259,-2889,1580,-405
231,2997,-663,1072,-371
903,3285,-1490,1075,-430
527,1518,-1214,337,-77
-42,2826,4060,-371,-134
585,1782,-1543,-682,-67
-20,920,5774,-2032,140
101,2210,4541,-2367,60
325,-265,2560,-3571,115
-53,777,9501,-4294,270
213,64,3638,-4576,210
94,-1222,6321,-5357,311
-24,261,7658,-5676,440
-26,-1691,2054,-5808,316
-148,-668,6016,-5253,510
-331,-720,2107,-5711,505
-542,-1063,311,-3544,387
-537,-123,1980,-4082,661
-969,-105,-2450,-1982,402
-1011,-104,-1615,-1083,566
-1062,845,-1968,-379,573
-1520,631,-4780,1051,395
-1367,715,-2966,1588,584
-1499,1438,-4334,1936,434
-1963,341,-5316,2877,385
-1527,1188,-3787,2688,437
-2040,90,-5587,2960,314
-2191,-251,-5231,3274,188
-1757,-995,-4857,2717,260
-2490,-1497,-6446,2856,46
-2203,-1959,-6138,2736,4
-2171,-2865,-6369,1867,-4
-2402,-3177,-7950,2303,-228
-1697,-2896,-6832,1274,-197
-1395,-3748,-8250,1261,-260
-1632,-2061,-6138,836,-385
-252,-2468,-7293,463,-329
-473,-1354,-6199,233,-405
14,39,-2719,307,-503
978,-60,-5514,-50,-455
425,1266,761,363,-550
1244,1550,-283,390,-641
1180,1430,919,570,-584
690,2134,4979,1007,-689
1036,1768,2637,1120,-710
319,1635,4732,1310,-745
66,1953,5251,1742,-693
-33,1299,2940,1596,-818
-592,1319,4384,1941,-755
-543,1409,2783,1909,-721
-683,550,1713,1760,-895
-762,1010,2025,1788,-623
-373,334,688,1461,-805
-562,70,84,1025,-780
-154,415,715,873,-576
273,-627,-639,47,-825
-61,209,108,-293,-644
762,-334,116,-910,-585
588,-251,-259,-1793,-657
556,522,408,-2090,-576
1153,85,643,-3076,-333
544,1045,125,-3714,-601
861,1247,1514,-4288,-333
893,1358,526,-5057,-190
430,2025,2596,-4895,-505
851,1959,857,-5721,49
398,2107,3172,-5408,-172
431,2252,2750,-5463,-162
587,1977,1778,-4655,196
151,1800,4955,-4472,-43
482,1753,1526,-2503,52
212,488,3998,-2487,273
46,724,3305,-152,-32
228,-1159,1336,515,297
-203,-1427,3172,1681,215
-154,-2087,336,2792,102
-270,-3178,295,3227,399
-658,-3947,-161,3569,203
-550,-3672,-2122,4134,243
-802,-4577,-1843,3726,409
-1043,-4229,-2726,3988,193
-943,-2885,-3439,3714,319
-1222,-4113,-2973,3300,431
-1305,-1125,-3549,3098,105
-1228,-1744,-3249,2795,440
-1525,-624,-2779,2074,276
-1493,557,-2755,2260,140
-1531,178,-2681,1140,445
-1768,982,-1826,1441,89
-1831,1430,-2767,664,346
-1857,944,-1960,461,234
-2153,1661,-2820,504,234
-2171,1673,-2990,-44,276
-2287,1141,-3573,355,231
-2387,2060,-3597,118,679
-2268,1270,-4996,347,316
-1993,1375,-4242,518,253
-1775,1832,-5486,648,286
-1508,558,-3358,793,64
-898,1876,-4874,980,150
-632,537,-3233,1137,0
-138,954,-753,1190,-165
431,1155,-2961,1488,-150
508,358,2544,1312,-130
975,1295,1027,1556,-17
1097,840,2337,1344,35
853,1264,5570,1248,80
1056,1632,3046,1004,87
591,1786,5243,666,150
380,1918,5231,225,70
312,2439,3293,-188,-14
-138,2206,4776,-796,-54
-78,2437,3187,-1307,-304
-156,2574,2349,-1841,-288
-210,1871,3079,-2442,-440
-87,2415,1275,-3119,-581
94,1247,1490,-3520,-546
241,1048,1365,-4424,-588
401,299,266,-4238,-661
745,-936,777,-4992,-568
784,-1876,315,-4453,-459
957,-2698,-278,-5214,-538
1233,-4034,295,-4087,-210
999,-3977,-468,-3888,-281
1270,-5963,-218,-3337,-326
1236,-5116,-262,-1307,49
909,-5763,-137,-1614,-144
1274,-6055,-501,929,133
906,-3820,1891,1107,190
755,-5240,-1166,2288,74
1075,-2350,2762,2994,196
498,-2255,1627,3332,210
690,-1371,866,3287,70
723,78,4711,3734,210
236,407,1275,3106,206
521,833,3435,3076,122
308,1995,3986,2923,281
36,1680,1214,2074,273
213,2241,3614,2176,308
-110,2990,1365,1556,332
-149,2064,550,1004,445
-213,3258,1368,1142,322
-428,2660,-907,196,395
-425,2415,-590,199,462
-578,3133,-351,-100,336
-642,1884,-2203,-589,405
-736,2120,-639,-272,412
-837,2014,-1498,-798,316
-957,682,-1798,-685,417
-978,1525,-663,-175,385
-1203,379,-1778,-782,427
-1242,425,-1462,518,486
-1344,715,-1195,-36,535
-1541,4,-2301,798,591
-1639,801,-2021,1091,629
-1639,752,-2491,1274,702
-1783,822,-3115,1598,685
-1896,1636,-3245,2029,737
-1729,1609,-3139,1666,748
-1825,1950,-4298,2274,702
-1627,2558,-2993,1828,773
-1281,1924,-3083,1766,651
-1097,2376,-2342,1708,644
-851,1900,-2045,1059,553
-158,1129,327,748,505
-199,1002,-425,432,430
479,-320,2328,-562,374
834,-1232,2985,-528,333
786,-1851,2925,-1501,185
1369,-3814,5178,-1872,260
1241,-3793,4310,-2087,140
1153,-5394,4437,-2893,140
1350,-5021,5088,-2879,223
949,-7150,3350,-3303,87
890,-5227,3710,-3831,150
886,-6823,2743,-3760,147
572,-5630,1814,-4200,81
672,-3914,1636,-4071,89
636,-5025,845,-3962,130
591,-1312,84,-4041,19
736,-1761,206,-4043,67
821,-137,-724,-2725,134
877,1420,-727,-3695,-32
1001,1486,-850,-1242,178
1200,2435,-1385,-1793,1
1124,3431,-1178,-329,39
1328,2892,-1195,701,143
1432,3786,-1457,818,-14
1297,3999,-708,1737,102
1384,2937,-1061,2160,64
1486,4375,84,1801,32
1094,2697,1312,2471,49
1341,3052,-1027,2133,109
1140,2739,4696,1888,-19
800,1336,412,2274,117
1069,1556,3796,1652,43
613,905,5133,1564,106
569,-588,1927,1862,62
669,418,6455,881,125
200,-1208,3719,1485,84
340,-826,3305,764,99
216,-140,5227,586,243
-46,-1391,1469,531,62
142,724,3009,299,344
-108,167,1819,-97,243
-204,936,180,172,319
-135,2248,1183,-191,487
-363,1807,-209,-94,333
-347,2969,-712,398,601
-431,3195,242,65,420
-511,2701,-1255,839,585
-590,3338,-485,913,553
-622,2533,-441,1075,532
-729,1891,-1361,1718,664
-838,1866,-559,1569,480
-869,222,-1195,1883,669
-995,-158,-1850,2115,568
-1039,-1010,-1392,1812,521
-1209,-2797,-2613,2064,685
-1092,-2676,-2580,1841,445
-1361,-4650,-2783,1412,584
-1171,-4807,-3585,1426,566
-1312,-5317,-3156,727,468
-1328,-5621,-3532,347,581
-1028,-6900,-2325,84,477
-1520,-4593,-2884,-751,549
-717,-6856,-1421,-868,465
-944,-4207,-55,-1444,525
-796,-3543,-797,-1998,469
-10,-3888,2743,-2050,407
-389,-144,1550,-2678,462
373,-997,3038,-2819,301
691,1016,4343,-3021,360
502,2449,2872,-3593,344
1345,2067,4360,-3541,168
1060,3456,3472,-4020,298
1254,3902,2726,-3786,183
1483,3053,3144,-4354,87
1088,4332,1709,-3392,238
1280,3428,1673,-4650,81
1028,2781,1339,-3013,60
928,3724,518,-3154,197
912,1570,562,-2965,-92
717,2301,295,-685,70
819,1444,-197,-1652,1
778,220,51,711,-127
731,1054,-177,1022,35
877,-627,-477,1490,-143
934,-352,51,2518,-32
802,-272,-412,2731,-122
1212,-1250,3,2492,-122
908,-133,250,3342,-29
1149,-255,862,2604,-269
1313,-99,845,2622,-8
847,1076,1795,2874,-203
1341,1017,2284,1788,-155
928,1614,2471,2199,-42
874,2635,3849,1737,-225
1010,2224,3504,978,29
677,3257,4190,1501,-125
960,3233,4821,424,-80
354,2951,3840,549,54
254,3504,4723,432,-180
454,2475,3528,-105,89
56,2291,3139,139,-35
199,1768,2993,150,-4
61,407,1547,-105,77
-117,130,1547,748,-8
62,-1093,777,416,115
24,-2225,-84,1075,134
87,-2526,165,1577,99
-29,-4170,-780,1561,297
-37,-4459,-676,2348,152
-45,-5353,-696,2508,311
-247,-6298,-1183,2526,301
-293,-5690,-951,3085,238
-457,-6657,-1198,2696,445
-765,-7098,-1486,2709,225
-683,-4851,-1462,2646,414
-969,-7168,-1847,1977,368
-1037,-3488,-2357,1812,291
-1069,-3827,-2527,1318,510
-1050,-2840,-2771,466,270
-1078,213,-3573,342,455
-1177,-288,-3086,-578,402
-855,1810,-3727,-1083,420
-1044,2968,-3756,-1376,405
-914,2558,-2325,-2236,490
-720,3933,-3123,-2343,402
-1178,3893,-2069,-2673,452
-754,3097,15,-3169,540
-960,4204,-1526,-2890,407
-1184,2847,2009,-3345,483
-658,2669,1514,-3180,531
-1095,3046,1826,-3225,371
-880,1162,4084,-3376,458
-518,2009,2410,-3316,455
-716,861,3456,-2887,314
-229,63,3630,-3446,434
-40,584,1951,-2133,368
-20,-920,3079,-3266,245
406,-317,1701,-1561,360
457,-713,1284,-1716,196
632,-1385,1550,-1128,143
768,-115,432,421,304
709,-1024,420,123,0
786,-8,538,1883,196
587,629,-441,2040,127
699,404,226,2654,-49
563,1739,-286,3073,162
536,2014,-367,3334,-60
755,1959,-197,2957,36
370,3277,-84,3430,-8
906,2416,-554,2816,-43
642,2902,1466,2723,17
683,2909,-384,2819,-80
1133,1712,1389,1995,64
668,2105,2471,2314,-99
1047,766,412,1865,0
1039,0,4509,1517,-84
722,-353,2146,1737,-42
1053,-1844,3257,1057,-4
667,-2273,4996,1161,-81
658,-2942,2337,910,8
748,-4280,4541,680,-7
441,-4072,3391,562,-26
617,-5398,1980,641,89
504,-5405,3350,233,57
488,-5857,955,709,26
550,-6204,943,486,161
555,-6292,1073,682,87
603,-5307,-967,1046,183
579,-6527,-88,868,238
603,-4747,-773,1293,200
495,-4064,-1701,1428,298
453,-4743,-607,1240,266
392,-529,-1668,1679,319
133,-2526,-1677,1237,336
116,1097,-955,1264,329
-85,1730,-2208,1145,389
-289,1904,-1547,594,379
-276,3961,-1786,518,389
-547,3529,-2767,121,412
-534,3578,-2297,-518,407
-523,4288,-3119,-424,450
-716,3122,-3784,-1184,412
-523,2860,-3233,-1293,508
-603,3101,-4619,-1423,452
-624,1050,-4031,-1971,496
-406,1910,-3991,-1737,528
-523,595,-3804,-2024,407
-470,-217,-3578,-2074,480
-311,408,-2321,-1870,447
-470,-1330,-2016,-2103,349
-376,-902,-1056,-2011,431
-331,-1145,672,-1886,346
-520,-2251,324,-2236,305
-289,-826,2179,-2035,333
-494,-2096,2398,-2239,305
-597,-1500,2224,-2257,319
-337,-481,3398,-2093,357
-703,-1695,2277,-1915,357
-617,925,2592,-2460,349
-386,-281,2459,-918,367
-790,1434,1462,-1857,354
-428,1785,1862,-419,294
-332,2082,1101,254,344
-649,2885,727,31,288
1,2895,818,1995,218
-374,2955,161,1480,248
-140,2954,64,2303,221
162,2666,120,2758,150
-119,1832,-506,2445,188
228,1871,-278,2649,200
140,408,-506,2763,140
238,126,-691,2079,185
260,-763,-494,2437,245
353,-1871,477,2035,127
521,-1955,-1267,1514,196
498,-3149,1514,1963,266
710,-3349,290,1088,120
935,-3768,667,1150,206
832,-4280,3103,1109,197
1182,-4298,672,267,92
1232,-4544,3305,631,213
1023,-4702,2966,-26,133
1459,-4684,1838,-254,215
1162,-4691,3917,-235,143
1081,-4281,1648,-709,248
1305,-4057,2119,-693,200
946,-4221,2061,-597,253
915,-2228,153,-782,323
1026,-3474,926,-479,235
699,-540,-247,-241,339
742,-922,-1219,-243,316
819,281,-485,448,332
527,1873,-1985,382,412
700,1420,-1733,839,329
642,2705,-1522,1150,412
482,2649,-2621,1083,412
521,2335,-1871,1428,382
462,2554,-2162,1285,377
244,2147,-2767,1150,409
302,1427,-1896,1148,377
120,1753,-2933,769,346
-113,833,-2896,496,452
-50,602,-2625,366,319
-303,911,-3890,-144,430
-431,-358,-3370,-257,402
-393,595,-4015,-518,336
-560,-393,-4646,-908,431
-626,-288,-4075,-842,279
-478,-240,-4955,-1192,332
-622,-634,-4428,-1293,241
-627,-661,-3763,-1274,180
-379,67,-4363,-1634,188
-694,-627,-2722,-1522,99
-527,-202,-2191,-1760,140
-348,1233,-1977,-1912,71
-751,-627,242,-1974,74
-370,2746,-7,-2207,99
-495,964,1154,-2303,-11
-706,2419,2284,-2301,62
-386,3543,1737,-2293,17
-597,2314,2621,-1971,-62
-726,4248,2499,-2425,8
-395,3263,1879,-1075,-89
-701,3177,2297,-1766,-106
-726,3585,1575,-395,-105
-374,2310,1202,102,-175
-914,2105,1353,164,-125
-643,1925,376,1713,-213
-472,231,538,1370,-175
-962,557,209,2048,-200
-377,-491,-286,2419,-238
-694,-1602,-168,2045,-161
-555,-936,-509,2265,-234
-168,-2881,-797,2176,-196
-658,-2350,-562,1564,-165
27,-2913,-1039,1838,-256
-180,-3856,-768,1320,-215
-165,-3181,-967,958,-248
316,-4277,-173,1161,-316
-88,-4232,221,398,-308
321,-4089,-1130,489,-336
325,-4851,2758,315,-407
263,-3957,-907,-342,-344
590,-3998,2511,-89,-414
379,-4617,2455,-615,-405
697,-1925,351,-887,-407
726,-3852,4303,-656,-395
680,-656,972,-1224,-371
1076,-658,1822,-939,-329
793,-63,2613,-858,-291
1056,2331,-655,-952,-364
1166,1694,1392,-366,-279
826,3052,-610,-272,-286
1220,3508,-1397,44,-349
930,3063,-437,669,-207
749,3466,-2345,719,-301
1020,3474,-1862,1227,-294
544,2496,-1627,1527,-238
643,3140,-3043,1441,-316
659,2298,-1721,1822,-294
295,1737,-2431,1580,-301
510,2409,-2755,1428,-323
344,767,-1814,1455,-311
216,1577,-2669,884,-294
340,814,-2503,782,-276
120,261,-1992,491,-339
78,675,-3107,-23,-316
59,-111,-2520,-39,-308
-91,-130,-2856,-491,-423
-216,202,-3496,-782,-301
-268,-540,-3083,-790,-442
-398,585,-3703,-1318,-458
-530,477,-3804,-1253,-417
-572,467,-3501,-1509,-513
-668,2273,-3545,-1830,-496
-764,1273,-3110,-1791,-472
-699,3184,-2592,-2162,-486
-805,3519,-2321,-2340,-477
-741,3323,-1178,-2325,-396
-691,5212,-809,-2808,-407
-813,4089,43,-2596,-447
-606,4896,963,-2811,-342
-780,4757,1080,-2513,-382
-613,3672,1932,-2612,-387
-653,3789,2313,-2340,-339
-768,2771,1899,-1477,-430
-524,1605,2592,-1979,-452
-789,1581,1936,-2,-427
-661,-64,1778,-740,-508
-587,-508,1831,780,-468
-829,-922,1113,1062,-543
-600,-2435,1073,1211,-535
-680,-2043,821,1865,-521
-863,-3118,168,1804,-563
-639,-3488,388,1609,-535
-697,-3138,-278,1930,-619
-893,-4152,-230,1365,-581
-640,-3525,-571,1315,-585
-754,-3914,-619,1277,-546
-844,-3933,-972,695,-528
-640,-3625,165,732,-563
-687,-3759,-1543,581,-487
-632,-3334,497,-42,-525
-344,-2739,-201,355,-508
-531,-3233,-550,-434,-442
-217,-1215,1859,-366,-487
-219,-1827,-432,-544,-503
-238,-209,1579,-942,-437
71,964,1575,-916,-480
-146,801,247,-945,-513
180,3087,2236,-1279,-477
130,2628,403,-798,-505
158,3543,651,-939,-556
486,3893,1106,-677,-452
297,3518,-574,-164,-503
518,3540,283,-110,-550
764,3490,-372,456,-434
504,2693,-1202,913,-540
826,2792,-372,1009,-540
844,2394,-1486,1611,-543
604,1673,-1385,1644,-546
895,2225,-1015,1742,-626
729,1169,-1956,1917,-543
534,1581,-1348,1663,-465
704,1371,-1389,1519,-576
433,968,-2057,1420,-472
377,1341,-1190,801,-442
363,1043,-1915,756,-543
181,892,-1956,262,-475
178,1354,-1632,-144,-468
75,790,-2357,-220,-573
78,1309,-2256,-780,-518
-1,1266,-2248,-894,-462
-30,2207,-2827,-1049,-553
42,713,-2743,-1488,-508
-127,3807,-2575,-1336,-462
-65,1200,-3208,-1758,-576
-72,3493,-2544,-1804,-513
-289,3926,-2669,-1912,-487
-174,1871,-2762,-2162,-559
-369,5595,-1855,-2298,-532
-446,2039,-2114,-2277,-452
-353,4020,-1442,-2678,-566
-526,3140,-753,-2492,-556
-497,1521,-821,-2579,-450
-417,2350,379,-2704,-594
-510,515,530,-1923,-570
-456,-129,914,-2756,-459
-395,-64,1826,-1158,-585
-437,-1647,1596,-1687,-483
-393,-1893,2110,-714,-458
-417,-1522,2263,108,-462
-361,-3556,1965,-47,-475
-504,-1792,2215,1211,-407
-508,-3170,1859,1140,-395
-463,-3076,1624,1383,-396
-762,-1924,1507,1785,-333
-513,-3479,1210,1493,-316
-629,-1935,801,1418,-339
-786,-2439,902,1535,-266
-481,-2719,363,952,-319
-754,-1750,238,1030,-354
-601,-2561,400,879,-279
-531,-2166,-214,337,-387
-575,-1393,209,666,-336
-495,-2426,67,110,-351
-433,-944,-116,63,-385
-444,-574,550,100,-364
-412,-984,108,-432,-382
-508,1778,526,-251,-344
-399,467,789,-507,-336
-481,2562,468,-672,-311
-498,2922,1008,-489,-279
-402,2760,845,-677,-294
-495,3693,708,-512,-218
-370,3490,1077,-251,-197
-316,2910,574,-220,-223
-341,3536,623,183,-117
-107,2628,610,502,-172
-197,2325,125,666,-144
-11,2816,254,1171,-67
78,1452,-48,1323,-125
93,2182,-298,1503,-112
100,1778,-262,1768,-70
279,1070,-538,1668,-64
114,2028,-773,1655,-127
312,755,-643,1601,-43
351,1222,-1020,1213,-67
140,1054,-988,1093,-106
399,360,-988,753,-43
302,745,-1348,329,-26
194,279,-1166,212,-52
481,-67,-1353,-251,-52
383,269,-1596,-489,-42
300,-88,-1522,-626,-98
536,471,-1632,-1078,-105
456,-341,-1862,-1070,-54
315,1573,-1651,-1386,-130
553,-467,-1875,-1564,-109
369,2338,-1891,-1679,-24
222,906,-1587,-1907,-80
450,1746,-1948,-2141,-74
213,2764,-1401,-2139,54
39,1202,-1445,-2537,-57
305,2926,-1339,-2584,-11
-85,1358,-753,-2617,74
-61,1475,-862,-2914,11
103,1162,-206,-2707,17
-319,158,-31,-2532,109
-135,-28,233,-2686,39
-120,-374,898,-2162,8
-431,-1266,785,-1561,42
-167,-1104,1445,-1791,14
-270,-1424,1584,-129,-35
-412,-2182,1632,-581,1
-216,-1174,2057,541,17
-411,-2495,1814,1059,-29
-395,-1682,2021,1009,19
-316,-1948,1899,1687,29
-578,-2428,1831,1687,-8
-311,-1796,1701,1434,24
-481,-2585,1579,1886,36
-491,-2310,1418,1352,67
-321,-2660,1275,1349,106
-569,-2482,1174,1415,64
-351,-2979,878,860,161
-428,-2039,939,988,89
-556,-2881,749,871,122
-315,-1734,663,309,125
-494,-1204,789,698,112
-479,-1343,598,60,150
-417,954,797,71,122
-504,97,797,36,183
-459,2050,825,-350,172
-521,2137,939,-243,180
-412,2378,902,-249,197
-511,2937,914,-479,215
-491,2749,883,-5,178
-342,2353,761,-121,193
-537,2607,648,172,238
-556,1884,388,583,175
-245,1548,283,631,175
-684,1793,-144,1070,190
-386,585,-233,1376,183
-345,1186,-679,1378,165
-622,491,-712,1768,175
-293,129,-1133,1702,190
-543,506,-1207,1577,193
-434,-478,-1353,1721,215
-399,-188,-1454,1248,256
-450,-550,-1538,1130,215
-270,-997,-1774,910,251
-409,-840,-1361,355,297
-254,-1243,-1924,317,235
-123,-1386,-1457,-139,281
-433,-1163,-1697,-450,323
29,-1445,-1543,-546,297
-139,-898,-1831,-963,305
-228,-766,-1454,-1104,346
210,-394,-1742,-1192,319
-142,-176,-1713,-1548,301
-10,922,-1235,-1464,344
207,374,-1867,-1758,284
-55,1990,-919,-1814,326
239,1382,-1238,-1953,286
283,1921,-907,-1998,316
226,2269,-408,-2285,266
389,1309,-449,-2213,286
401,1759,156,-2369,314
366,706,331,-2510,253
472,247,679,-2178,304
428,-97,878,-2439,305
472,-933,1272,-1875,273
383,-1254,1291,-1953,311
424,-1511,1502,-1130,291
364,-2127,1680,-1067,316
232,-2064,1510,-94,311
293,-2258,1713,193,368
255,-2686,1547,826,367
37,-2248,1339,1426,392
216,-2969,1490,1567,395
87,-2646,1092,2024,424
-91,-2931,1089,2019,405
142,-3174,1150,2032,414
-90,-3003,727,2064,459
-142,-3490,1039,1822,427
21,-3199,813,1807,414
-187,-3547,720,1561,414
-212,-3170,1089,1423,420
-101,-3042,684,1219,354
-284,-3240,1113,1104,368
-245,-1580,1092,798,392
-162,-2613,1003,746,333
-270,-181,1547,440,371
-238,-665,1142,326,329
-191,460,1526,158,329
-170,1312,1600,26,360
-203,1089,1315,-52,336
-138,1823,1660,-36,351
-122,1682,1348,-118,316
-220,1371,1263,108,396
-132,1427,1279,121,364
-87,1002,967,334,349
-245,511,898,539,412
-68,656,712,751,417
-143,-71,468,902,402
-239,-116,391,1192,465
-37,-112,84,1148,434
-200,-902,-15,1357,450
-151,-327,-185,1264,496
-27,-1166,-468,1187,469
-152,-1010,-480,1107,472
-100,-1246,-623,852,528
-107,-1522,-792,669,513
-120,-1640,-607,440,496
-158,-1550,-886,108,508
-124,-2030,-854,-2,508
-172,-1475,-833,-347,468
-101,-1873,-919,-507,477
-113,-738,-874,-698,459
-106,-1772,-979,-929,427
-116,269,-801,-1022,409
-168,-616,-1056,-1137,440
-104,338,-833,-1323,434
-65,1684,-806,-1271,414
-116,174,-960,-1506,468
-45,2915,-574,-1501,462
52,1109,-741,-1532,450
-123,2133,-355,-1801,477
69,2021,-494,-1629,462
24,866,-48,-1963,450
-101,1320,84,-1899,450
184,247,-84,-1865,508
20,-341,789,-2107,475
40,-415,295,-1668,455
276,-1254,818,-1768,497
133,-1772,1198,-1461,465
174,-1382,825,-1057,440
337,-2749,1563,-793,455
284,-1969,1361,-257,465
251,-2537,1392,299,399
465,-3038,1855,656,423
465,-2206,1344,1271,437
340,-3338,1875,1621,368
569,-2837,1591,1849,329
526,-2920,1502,2191,351
399,-3543,1749,2115,314
613,-3031,1385,2223,273
527,-3470,1478,2155,314
414,-3415,1510,1985,326
563,-3296,1190,1966,269
489,-2909,1445,1705,298
440,-3204,1145,1593,305
494,-2144,1142,1420,241
457,-1816,1222,1227,263
434,-1577,979,1046,281
393,181,1106,968,245
488,-400,1073,732,259
422,1136,883,698,281
280,1320,1121,589,235
542,1202,955,489,228
328,1998,919,610,221
281,1368,1012,461,203
524,1327,720,644,161
210,1393,862,641,183
293,631,602,651,172
415,661,444,804,127
154,530,545,751,150
261,-220,103,782,150
299,258,214,897,127
110,-376,141,761,106
277,-449,-165,844,130
270,-213,-43,831,140
204,-913,-242,688,80
329,-554,-327,703,115
226,-826,-302,618,143
280,-1083,-432,342,62
268,-781,-403,434,115
228,-1125,-461,68,155
238,-977,-578,31,64
239,-790,-408,-108,70
226,-445,-648,-301,89
229,-393,-489,-332,57
263,133,-586,-453,36
254,818,-583,-554,87
155,415,-732,-604,112
292,2217,-595,-706,24
210,1253,-708,-785,81
228,2451,-761,-889,125
348,2574,-403,-945,4
140,1980,-792,-1099,29
315,2805,-271,-1153,71
236,1680,-290,-1277,1
197,1602,-396,-1328,4
350,1250,242,-1420,32
199,283,-76,-1434,1
244,130,400,-1415,-42
309,-294,530,-1373,-11
140,-1138,602,-1190,-8
223,-843,773,-1001,-42
220,-1556,931,-722,-11
124,-1730,1032,-342,11
210,-1400,886,50,-21
197,-2246,1303,453,-1
155,-1673,842,996,-1
248,-2043,1284,1333,-26
194,-2228,1049,1726,-7
164,-1911,1024,2149,-26
206,-2435,1142,2244,-21
212,-2332,984,2547,-32
143,-2353,1162,2571,-46
197,-2781,955,2547,-19
204,-2387,1166,2593,-21
184,-2669,1049,2439,-32
187,-2239,1061,2296,0
187,-2280,1162,2157,4
241,-1616,979,1891,-4
245,-1247,1133,1684,-4
251,-752,991,1449,4
312,258,1130,1163,-19
271,281,838,988,-52
309,1393,984,761,-36
364,1409,850,536,-70
279,1757,676,502,-112
341,1964,789,272,-62
366,1737,636,288,-87
286,1750,513,259,-92
303,1591,574,180,-39
347,1298,400,304,-29
277,1208,441,259,-32
228,1068,173,345,-32
386,749,319,424,-26
231,891,55,458,-21
203,544,-12,486,-46
424,574,67,573,1
202,470,-283,458,-7
216,247,-226,544,-19
321,254,-494,403,-1
148,108,-449,315,-17
239,-52,-724,228,-29
220,52,-562,15,-29
199,-178,-838,-100,-43
168,42,-854,-241,-52
194,185,-696,-565,-60
207,543,-960,-491,-67
77,379,-821,-910,-43
149,1250,-571,-836,-80
248,1275,-1032,-993,-92
91,1594,-610,-1179,-67
158,2521,-562,-1030,-99
257,1932,-951,-1347,-95
93,2955,-456,-1271,-60
194,2596,-627,-1293,-71
159,2444,-727,-1519,-60
42,2627,-278,-1287,-62
184,1775,-571,-1514,-62
143,1682,-453,-1362,-60
100,1180,-168,-1381,-67
156,518,-372,-1250,-49
158,314,-27,-1177,-64
107,-165,-88,-865,-49
217,-717,120,-785,-46
135,-624,48,129,-64
68,-1270,343,-65,-77
196,-1250,153,602,-81
165,-1352,286,1488,-84
143,-1757,376,788,-80
175,-1587,156,2738,-74
194,-1778,461,1760,-81
104,-2057,161,2696,-77
170,-1772,161,2926,-89
124,-2353,384,2383,-99
68,-2089,-149,2843,-112
93,-2353,376,2388,-125
71,-2496,141,1854,-115
21,-2397,-24,2053,-112
-45,-2456,468,1221,-112
-27,-2134,-12,1104,-106
-135,-2078,161,1001,-109
-62,-1543,339,286,-105
-87,-1056,-27,413,-106
-90,-697,372,129,-112
34,283,247,-395,-87
-82,460,27,31,-92
-4,1295,477,-602,-102
34,1695,120,-458,-109
-1,1907,144,-345,-109
27,2284,351,-690,-133
5,2255,84,-317,-155
42,2206,233,-317,-150
45,2241,177,-507,-183
11,1955,165,-73,-203
56,1877,96,-334,-171
52,1748,19,-267,-223
-20,1445,214,-110,-256
30,1444,-250,-403,-221
-18,1200,79,-340,-225
-74,1030,-103,-371,-235
13,979,-485,-714,-188
-113,686,15,-597,-178
-78,620,-614,-798,-188
-18,651,-501,-1072,-178
-119,229,-408,-818,-152
-27,577,-768,-1405,-178
-68,310,-672,-1213,-183
-75,572,-789,-1354,-147
-119,811,-660,-1623,-178
-130,565,-1097,-1344,-197
-46,1563,-610,-1474,-168
-142,892,-1039,-1469,-190
